Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-11-24;18,00;8,47;44,47;26,47;26,47;0,00;27,00;18,00;0,00;9,00;9,00;18,00;0,00;0,00;9,00;0,00;9,00;18,00;0,00;18,00;0,00;0,00;9,00;0,00;9,00;0,00;0,00;0,00
2019-12-01;9,00;88,00;35,00;9,00;0,00;28,00;37,00;18,00;9,00;28,00;9,00;0,00;0,00;0,00;18,00;0,00;0,00;9,00;0,00;9,00;19,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00
2019-12-08;27,00;54,00;89,31;17,65;35,31;27,00;27,00;9,00;36,00;9,00;9,00;9,00;9,00;18,00;9,00;9,00;9,00;0,00;9,00;9,00;9,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00
2019-12-15;27,00;17,65;52,96;44,65;35,31;27,00;27,00;36,00;45,00;9,00;18,00;27,00;0,00;0,00;9,00;9,00;0,00;0,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;59,00;29,50;9,48;59,00;68,48;29,00;29,00;29,00;49,00;39,00;29,00;10,00;10,00;10,00;0,00;10,00;20,00;10,00;20,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;0,00;64,00;45,00;64,00;45,00;19,00;29,00;0,00;19,00;0,00;0,00;10,00;19,00;0,00;29,00;10,00;29,00;0,00;29,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-05;52,00;96,57;61,55;43,51;16,98;34,00;0,00;26,00;9,00;17,00;26,00;17,00;17,00;0,00;35,00;9,00;0,00;0,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-12;34,00;68,00;17,00;34,00;25,50;42,00;17,00;17,00;43,00;26,00;17,00;0,00;0,00;9,00;9,00;9,00;17,00;0,00;17,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2020-01-19;44,00;17,81;78,57;26,19;42,95;44,00;52,00;9,00;9,00;9,00;26,00;18,00;9,00;0,00;18,00;0,00;18,00;9,00;18,00;9,00;9,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2020-01-26;26,00;52,00;104,00;17,68;52,00;44,00;26,00;18,00;9,00;9,00;9,00;9,00;9,00;9,00;35,00;0,00;18,00;18,00;9,00;18,00;18,00;18,00;18,00;0,00;0,00;0,00;0,00;0,00
2020-02-02;35,00;44,55;97,58;53,03;43,48;35,00;52,00;61,00;35,00;26,00;0,00;9,00;18,00;0,00;0,00;9,00;18,00;0,00;9,00;9,00;9,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00
2020-02-09;17,00;34,00;60,56;34,00;25,50;0,00;34,00;17,00;26,00;26,00;26,00;0,00;9,00;0,00;9,00;0,00;9,00;0,00;17,00;9,00;9,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00
2020-02-16;34,00;75,21;66,97;66,97;32,97;26,00;68,00;17,00;0,00;0,00;17,00;9,00;35,00;0,00;0,00;0,00;35,00;9,00;9,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;26,00;52,00;52,00;61,75;43,33;42,00;25,00;17,00;0,00;17,00;0,00;26,00;0,00;9,00;0,00;9,00;17,00;0,00;0,00;9,00;9,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;9,00;64,13;109,13;27,00;36,00;42,00;76,00;0,00;17,00;9,00;0,00;0,00;9,00;0,00;0,00;0,00;17,00;0,00;0,00;26,00;0,00;26,00;9,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;0,00;95,00;64,00;95,00;47,00;100,00;42,00;25,00;50,00;34,00;17,00;34,00;8,00;0,00;0,00;17,00;8,00;8,00;8,00;17,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;0,00;40,00;16,00;8,00;0,00;25,00;25,00;0,00;34,00;8,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;17,00;8,50;8,50;0,00;8,50;8,00;8,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;8,00;15,00;8,00;8,00;8,00;0,00;8,00;0,00;0,00;8,00;8,00;0,00;8,00;0,00;0,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;17,00;8,50;25,50;8,50;8,50;8,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;0,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;24,00;0,00;0,00;0,00;8,35;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;8,00;0,00;0,00;8,00;8,00;8,00;0,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
