Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2020-02-23;44,00;0,00;0,00;0,00;0,00;44,00;0,00;0,00;0,00;0,00;138,77;115,08;0,00;0,00;0,00;67,69;0,00;0,00;22,00;0,00;0,00
2020-03-01;22,00;44,00;44,00;22,00;0,00;0,00;0,00;0,00;22,00;22,00;62,86;147,71;0,00;0,00;0,00;62,86;22,00;0,00;22,00;0,00;0,00
2020-03-08;0,00;16,00;33,00;0,00;0,00;21,00;0,00;0,00;0,00;6,00;70,00;38,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;17,00;8,00
2020-03-15;21,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,00;87,50;133,00;0,00;0,00;0,00;45,50;0,00;0,00;42,00;0,00;0,00
2020-03-22;0,00;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;6,00;0,00;8,00;25,00;0,00;0,00
2020-03-29;0,00;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;8,00;0,00;0,00
2020-04-05;22,00;42,78;0,00;0,00;0,00;23,00;0,00;0,00;0,00;22,00;22,00;22,00;0,00;0,00;0,00;22,00;0,00;22,00;0,00;22,00;0,00
2020-04-12;22,00;108,71;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40,86;22,00;0,00;0,00;0,00;40,86;22,00;0,00;22,00;0,00;0,00
2020-04-19;0,00;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;39,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;8,00;0,00
2020-04-26;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;31,00;0,00;0,00;0,00;12,00;0,00;0,00;16,00;8,00;0,00
2020-05-03;0,00;48,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;13,00;25,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;21,00;21,00;21,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;66,50;66,50;21,00;0,00;0,00;45,50;21,00;0,00;42,00;0,00;0,00
2020-05-17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;27,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;9,00;0,00;9,00
2020-05-24;0,00;33,00;0,00;0,00;0,00;21,00;0,00;21,00;0,00;7,00;26,00;13,00;0,00;0,00;0,00;6,00;0,00;0,00;9,00;0,00;0,00
2020-05-31;41,00;20,50;0,00;0,00;0,00;21,00;0,00;21,00;21,00;18,92;100,92;18,92;0,00;0,00;0,00;78,85;0,00;0,00;0,00;0,00;0,00
2020-06-07;21,00;63,00;0,00;0,00;0,00;41,00;0,00;0,00;0,00;0,00;87,50;66,50;0,00;0,00;0,00;133,00;0,00;0,00;42,00;0,00;42,00
2020-06-14;21,00;42,00;42,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;87,50;112,00;0,00;0,00;0,00;154,00;0,00;0,00;128,63;0,00;42,00
2020-06-21;44,00;22,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;159,08;115,08;23,69;0,00;0,00;91,38;0,00;0,00;44,00;22,00;63,56
2020-06-28;21,00;43,31;0,00;21,00;0,00;42,00;0,00;0,00;0,00;0,00;112,00;66,50;0,00;0,00;0,00;66,50;0,00;0,00;89,25;0,00;21,00
2020-07-05;0,00;17,00;34,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;34,00;20,00;0,00;0,00;0,00;100,00;0,00;9,00;26,00;9,00;18,00
2020-07-12;23,00;23,00;0,00;23,00;0,00;0,00;0,00;0,00;23,00;0,00;138,00;92,00;0,00;0,00;0,00;138,00;46,00;0,00;94,56;0,00;0,00
2020-07-19;0,00;0,00;37,00;0,00;0,00;0,00;0,00;0,00;23,00;0,00;58,00;65,00;0,00;0,00;0,00;57,00;7,00;0,00;47,00;0,00;9,00
