Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2021-09-12;20,00;440,00;10,00;10,00;30,00;0,00;13,00;0,00;13,00;13,00;0,00;7,00;7,00
2021-09-19;27,00;850,50;0,00;0,00;13,50;27,00;20,00;13,00;13,00;20,00;13,00;7,00;0,00
2021-09-26;52,00;520,00;10,40;10,40;0,00;13,00;39,00;19,00;26,00;0,00;0,00;6,00;0,00
2021-10-03;19,00;598,50;9,50;19,00;4,75;33,00;14,00;19,00;0,00;0,00;0,00;14,00;5,00
2021-10-10;9,00;666,00;4,50;4,50;9,00;26,00;17,00;17,00;13,00;0,00;4,00;4,00;4,00
2021-10-17;17,00;1394,00;34,00;17,00;17,00;8,00;4,00;4,00;0,00;4,00;4,00;0,00;0,00
2021-10-24;21,00;609,00;10,50;10,50;10,50;13,00;0,00;13,00;4,00;4,00;0,00;4,00;0,00
2021-10-31;38,00;582,67;12,67;6,33;6,33;8,00;8,00;8,00;0,00;0,00;8,00;0,00;0,00
2021-11-07;17,00;331,50;8,50;4,25;8,50;8,00;13,00;8,00;0,00;8,00;0,00;4,00;4,00
2021-11-14;12,00;540,00;6,00;12,00;12,00;8,00;0,00;4,00;4,00;0,00;0,00;4,00;0,00
2021-11-21;8,00;320,00;0,00;16,00;4,00;20,00;4,00;4,00;4,00;0,00;4,00;4,00;4,00
2021-11-28;8,00;296,00;8,00;8,00;8,00;4,00;0,00;12,00;0,00;0,00;0,00;4,00;4,00
2021-12-05;13,00;559,00;6,50;13,00;6,50;0,00;4,00;21,00;0,00;4,00;0,00;4,00;0,00
2021-12-12;4,00;464,00;4,00;8,00;4,00;13,00;13,00;4,00;0,00;4,00;4,00;0,00;9,00
2021-12-19;5,00;620,00;10,00;30,00;10,00;0,00;14,00;10,00;0,00;0,00;5,00;0,00;5,00
2021-12-26;34,00;1008,67;11,33;11,33;11,33;17,00;0,00;6,00;12,00;0,00;0,00;6,00;6,00
