Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2020-11-22;43,00;430,00;7,17;28,67;43,00;15,00;10,00;10,00;21,00;8,00;6,00;8,00;2,00
2020-11-29;42,00;434,00;7,00;28,00;28,00;16,00;20,00;14,00;13,00;7,00;7,00;0,00;7,00
2020-12-06;46,00;379,50;11,50;11,50;34,50;16,00;27,00;20,00;13,00;7,00;13,00;4,00;4,00
2020-12-13;26,00;390,00;13,00;26,00;26,00;26,00;17,00;17,00;23,00;11,00;8,00;4,00;4,00
2020-12-20;54,00;405,00;13,50;40,50;27,00;22,00;26,00;16,00;18,00;12,00;8,00;12,00;4,00
2020-12-27;46,00;333,50;5,75;23,00;23,00;19,00;23,00;21,00;10,00;10,00;10,00;0,00;4,00
2021-01-03;40,00;360,00;13,33;26,67;40,00;22,00;18,00;21,00;14,00;9,00;13,00;7,00;4,00
2021-01-10;45,00;303,75;11,25;22,50;33,75;24,00;14,00;23,00;16,00;9,00;9,00;4,00;2,00
2021-01-17;49,00;343,00;12,25;6,13;49,00;15,00;11,00;40,00;11,00;11,00;9,00;4,00;2,00
2021-01-24;45,00;348,75;5,63;33,75;33,75;23,00;14,00;11,00;16,00;7,00;7,00;7,00;7,00
2021-01-31;29,00;420,50;14,50;14,50;29,00;11,00;22,00;29,00;16,00;4,00;7,00;4,00;4,00
2021-02-07;60,00;336,00;12,00;24,00;12,00;14,00;7,00;16,00;11,00;2,00;9,00;0,00;4,00
2021-02-14;37,00;419,33;12,33;37,00;24,67;17,00;19,00;26,00;19,00;4,00;15,00;7,00;6,00
2021-02-21;33,00;330,00;11,00;22,00;22,00;39,00;17,00;17,00;7,00;15,00;4,00;2,00;6,00
2021-02-28;32,00;309,33;10,67;32,00;21,33;15,00;20,00;24,00;7,00;13,00;7,00;4,00;0,00
2021-03-07;44,00;374,00;5,50;11,00;22,00;26,00;22,00;26,00;20,00;7,00;7,00;4,00;4,00
2021-03-14;58,00;371,20;11,60;23,20;34,80;29,00;8,00;20,00;14,00;9,00;10,00;10,00;2,00
2021-03-21;42,00;504,00;14,00;28,00;28,00;24,00;47,00;20,00;15,00;27,00;7,00;9,00;4,00
2021-03-28;41,00;492,00;6,83;13,67;54,67;30,00;37,00;26,00;22,00;21,00;13,00;9,00;6,00
2021-04-04;43,00;573,33;14,33;43,00;43,00;43,00;19,00;24,00;28,00;22,00;17,00;6,00;6,00
2021-04-11;61,00;463,60;12,20;24,40;48,80;35,00;29,00;15,00;24,00;22,00;9,00;6,00;6,00
2021-04-18;66,00;488,40;13,20;39,60;52,80;39,00;22,00;26,00;32,00;17,00;15,00;4,00;6,00
2021-04-25;41,00;478,33;13,67;41,00;41,00;33,00;24,00;40,00;24,00;11,00;13,00;13,00;6,00
