Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-09-08;49,00;0,00;25,16;0,00;11,92;37,12;0,00;0,00;0,00;0,00;0,00;12,56;12,56;0,00;0,00;12,00;0,00;0,00;0,00;12,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;12,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;11,83;11,83;0,00;0,00;0,00;12,00
2019-09-15;12,00;12,00;25,33;12,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;34,80;0,00;0,00;12,00;0,00;12,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;12,00;0,00;0,00;0,00;0,00
2019-09-22;25,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,50;25,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;38,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,67;25,33;0,00;13,00;0,00;13,00;0,00;12,67;0,00;0,00;0,00;25,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,09;25,91;0,00;13,00;0,00
2019-10-06;13,00;13,00;0,00;0,00;0,00;13,00;27,63;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;49,00;0,00;0,00;12,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,89;12,89;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;24,00;36,00;12,00;24,00;0,00;49,50;12,00;0,00;0,00;0,00;0,00;12,63;0,00;0,00;12,00;0,00;0,00;12,63;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;12,00;0,00
2019-10-27;25,00;0,00;25,00;0,00;0,00;25,00;0,00;11,76;0,00;12,50;0,00;25,00;12,50;0,00;0,00;12,00;0,00;25,00;0,00;12,50;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,50;0,00;0,00;0,00;0,00
2019-11-03;36,00;36,00;12,00;12,00;0,00;0,00;12,00;12,00;0,00;0,00;0,00;12,41;36,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;12,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00;96,00;24,00;0,00;12,00;24,00
2019-11-10;48,00;24,00;12,00;0,00;0,00;11,64;11,64;0,00;0,00;0,00;0,00;12,63;36,63;0,00;0,00;0,00;0,00;0,00;12,31;12,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;84,00;24,00;0,00;0,00;12,00
2019-11-17;72,00;12,00;48,00;0,00;0,00;24,00;0,00;12,00;0,00;11,57;0,00;0,00;60,43;0,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;12,00;0,00;0,00;24,00;36,00;0,00;0,00;12,00;0,00
2019-11-24;47,00;12,09;24,17;12,09;0,00;11,75;0,00;0,00;0,00;11,43;0,00;0,00;35,57;0,00;0,00;12,00;0,00;23,50;0,00;23,50;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,37;24,37;12,00;12,00;0,00
