Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-09-08;25,00;79,17;20,83;0,00;4,17;36,00;9,00;9,00;27,00;140,00;20,00;12,50;2,50;13,24;72,06;7,35;5,88;7,00;5,00;5,00;4,00;83,33;13,89;25,00;4,17;0,00;2,00;2,00;4,00;5,00;0,00;0,00;0,00;0,00;2,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-15;51,00;62,33;9,92;0,00;8,50;30,00;5,00;11,00;16,00;140,25;25,50;7,65;10,20;5,83;68,49;2,91;0,00;5,00;2,00;10,00;2,00;89,92;10,74;12,08;5,37;2,00;0,00;0,00;2,00;7,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-22;51,00;48,17;18,42;0,00;5,67;31,00;5,00;11,00;22,00;136,89;16,11;10,74;10,74;1,46;68,49;5,83;1,46;5,00;0,00;11,00;2,00;106,14;16,54;17,92;9,65;0,00;0,00;0,00;0,00;4,00;2,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;2,00;0,00;0,00;0,00
2019-09-29;42,00;49,24;18,83;0,00;14,48;25,00;11,00;5,00;29,00;139,13;26,25;7,88;13,13;8,69;53,59;5,79;0,00;5,00;0,00;5,00;4,00;66,39;5,42;10,84;9,48;2,00;2,00;0,00;4,00;5,00;2,00;0,00;0,00;5,00;0,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;29,00;49,71;11,05;0,00;5,52;40,00;9,00;14,00;20,00;113,36;26,36;7,91;7,91;5,80;69,60;2,90;0,00;2,00;2,00;0,00;0,00;70,43;11,05;15,19;5,52;0,00;0,00;0,00;0,00;5,00;4,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;33,00;60,26;12,91;0,00;4,30;31,00;2,00;2,00;18,00;104,08;15,23;7,62;10,15;7,50;45,00;9,00;1,50;4,00;5,00;5,00;4,00;86,63;9,63;5,50;5,50;2,00;0,00;0,00;2,00;5,00;4,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;38,00;46,44;12,67;0,00;5,63;9,00;13,00;2,00;16,00;98,80;7,60;7,60;7,60;1,46;42,38;1,46;0,00;5,00;0,00;5,00;2,00;51,57;1,36;16,29;5,43;2,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;4,00;0,00;5,00;2,00;2,00;0,00;0,00;2,00;0,00;0,00
2019-10-27;34,00;51,00;34,00;0,00;4,25;30,00;7,00;9,00;28,00;94,15;20,92;5,23;7,85;1,48;42,87;7,39;1,48;4,00;0,00;7,00;0,00;50,32;10,88;17,68;4,08;0,00;0,00;0,00;0,00;4,00;2,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;41,00;55,14;12,72;0,00;4,24;23,00;0,00;4,00;28,00;76,88;20,50;5,13;2,56;13,18;38,07;7,32;2,93;4,00;5,00;2,00;2,00;42,37;4,10;16,40;1,37;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;33,00;57,75;20,63;0,00;13,75;14,00;7,00;5,00;32,00;109,15;17,77;15,23;7,62;0,00;45,91;5,74;0,00;2,00;0,00;3,00;2,00;48,84;11,88;13,20;5,28;3,00;2,00;0,00;3,00;5,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-17;33,00;49,50;22,00;0,00;9,63;31,00;14,00;9,00;16,00;93,92;17,77;10,15;10,15;5,74;34,43;2,87;0,00;7,00;2,00;5,00;3,00;59,40;15,84;13,20;7,92;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;4,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;28,00;71,40;22,40;0,00;23,80;32,00;9,00;8,00;36,00;101,82;17,82;17,82;12,73;4,42;45,68;7,37;1,47;8,00;2,00;2,00;4,00;61,33;13,33;18,67;4,00;0,00;0,00;2,00;0,00;6,00;4,00;0,00;0,00;0,00;0,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;49,00;51,80;23,80;0,00;12,60;33,00;5,00;10,00;21,00;103,16;10,32;7,74;5,16;8,65;20,18;5,76;1,44;10,00;2,00;2,00;3,00;61,25;6,81;6,81;6,81;0,00;2,00;2,00;2,00;10,00;3,00;2,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-08;41,00;65,03;28,28;0,00;15,55;37,00;18,00;12,00;18,00;110,19;17,94;15,38;10,25;11,71;43,93;14,64;0,00;14,00;4,00;5,00;0,00;45,10;9,57;12,30;4,10;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;2,00;0,00;5,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-12-15;79,00;71,82;14,36;0,00;17,24;34,00;5,00;7,00;29,00;110,60;34,23;21,07;10,53;10,24;58,52;8,78;2,93;13,00;2,00;7,00;5,00;39,50;20,43;9,53;10,90;2,00;0,00;0,00;0,00;7,00;5,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;2,00;0,00;0,00
2019-12-22;79,00;101,57;15,52;0,00;32,45;53,00;8,00;8,00;45,00;160,55;30,58;25,48;22,94;14,63;48,28;17,56;4,39;6,00;2,00;6,00;12,00;83,09;17,71;9,53;1,36;2,00;2,00;0,00;4,00;2,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;52,00;82,92;33,73;0,00;16,86;32,00;9,00;4,00;15,00;140,40;18,20;23,40;10,40;13,00;49,11;13,00;0,00;6,00;2,00;9,00;2,00;97,33;10,67;16,00;4,00;0,00;0,00;2,00;4,00;6,00;2,00;0,00;2,00;4,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-05;68,00;85,00;41,08;0,00;17,00;40,00;12,00;7,00;42,00;159,54;34,00;31,38;20,92;7,23;50,64;15,91;2,89;5,00;5,00;7,00;5,00;92,48;13,60;23,12;4,08;5,00;7,00;3,00;3,00;5,00;0,00;0,00;0,00;7,00;0,00;0,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00
2020-01-12;100,00;108,45;40,85;0,00;29,58;56,00;10,00;8,00;22,00;171,79;30,77;15,38;20,51;11,76;75,00;8,82;1,47;15,00;3,00;7,00;5,00;77,03;14,86;35,14;13,51;0,00;2,00;0,00;0,00;7,00;3,00;0,00;0,00;10,00;0,00;2,00;0,00;0,00;2,00;0,00;2,00;2,00;0,00
2020-01-19;92,00;141,54;39,63;1,42;14,15;48,00;17,00;7,00;45,00;176,11;34,17;18,40;7,89;11,68;77,40;20,44;5,84;7,00;3,00;12,00;3,00;77,12;18,94;32,47;10,82;2,00;3,00;0,00;3,00;12,00;2,00;0,00;0,00;9,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;2,00;0,00
2020-01-26;67,00;85,53;22,81;0,00;15,68;37,00;5,00;12,00;31,00;159,77;15,46;12,88;20,62;10,20;65,54;10,20;1,46;14,00;2,00;5,00;0,00;106,65;15,04;15,04;1,37;2,00;0,00;0,00;0,00;7,00;3,00;0,00;0,00;8,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
