Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-09-08;45,00;6,00;6,00;0,00;0,00;6,00;0,00;23,00;0,00;0,00;11,79;5,36;62,14;0,00;0,00;0,00;0,00;6,00;0,00;40,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;6,00;0,00;0,00;0,00;11,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-15;45,00;6,00;17,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;66,43;11,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;11,00;0,00;0,00;0,00;6,00;0,00;0,00;17,00;0,00;17,00;0,00;0,00;11,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00
2019-09-22;57,00;0,00;6,00;0,00;0,00;6,00;0,00;23,00;0,00;5,38;0,00;0,00;39,79;0,00;6,00;6,00;0,00;11,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;11,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;34,00;6,00;11,00;0,00;0,00;17,00;0,00;11,00;6,00;0,00;0,00;5,31;51,00;6,00;11,00;0,00;0,00;0,00;0,00;29,00;0,00;0,00;11,00;6,00;0,00;0,00;6,00;0,00;17,00;17,00;0,00;6,00;6,00;6,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;35,00;0,00;6,00;12,00;17,00;11,00;0,00;17,00;0,00;5,47;0,00;12,03;59,06;6,00;0,00;6,00;0,00;6,00;0,00;29,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;23,00;0,00;6,00;6,00;0,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00
2019-10-13;23,00;6,00;6,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;5,23;44,95;12,00;6,00;17,00;0,00;0,00;0,00;12,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;34,00;6,00;6,00;0,00;6,00;6,00;0,00;34,00;0,00;0,00;0,00;11,69;73,31;0,00;0,00;0,00;6,00;11,00;0,00;11,00;0,00;0,00;0,00;11,00;0,00;6,00;0,00;6,00;6,00;0,00;0,00;23,00;0,00;6,00;6,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00
2019-10-27;57,00;0,00;0,00;6,00;0,00;0,00;0,00;11,00;0,00;0,00;5,38;17,21;62,38;6,00;0,00;23,00;6,00;0,00;6,00;17,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;6,00;0,00;17,00;6,00;0,00;17,00;17,00;6,00;0,00;6,00;6,00;6,00;0,00;0,00;0,00;0,00
2019-11-03;11,00;6,00;11,00;0,00;0,00;11,00;6,00;6,00;6,00;5,00;0,00;5,00;16,00;0,00;6,00;6,00;11,00;6,00;0,00;23,00;0,00;0,00;11,00;0,00;0,00;0,00;6,00;0,00;11,00;0,00;0,00;6,00;0,00;6,00;11,00;0,00;0,00;0,00;0,00;11,00;11,00;0,00;0,00;0,00
2019-11-10;22,00;0,00;11,00;0,00;22,00;11,00;11,00;44,00;0,00;10,48;0,00;5,24;59,71;6,00;0,00;17,00;6,00;6,00;6,00;34,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;11,00;0,00;11,00;22,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;6,00;0,00
